***********************************************************************
*                                                                     *
*            CEPEL - CENTRO DE PESQUISAS DE ENERGIA ELETRICA          *
*  CEPEL: DECOMP     - Versao 30.1 - Jan/2020(L)                      *
*                                                                     *
***********************************************************************


   PROGRAMA LICENCIADO PARA COMPASS COMERCIALIZADORA DE ENERGIA ELETRICA LTDA                                                                                                     


____________________________________________________________________

 PMO - MARCO/20 - ABR/20 - REV 0 - FCF COM CVAR - 12 REE - VALOR ESPERADO        
____________________________________________________________________

--------------------------------------
Resultado de operacao dos subsistemas.                                          
--------------------------------------
---------------------------------------------------
IPER;      Indice do periodo                                                                                                                                                                            
ICEN;      Indice do cenario                                                                                                                                                                            
IPAT;      Patamar de Carga                                                                                                                                                                             
Dur;       Duracao                                                                                                                                                                                      
SIST;      Numero do subsistema                                                                                                                                                                         
Nome Sist; Nome do subsistema                                                                                                                                                                           
Demanda;   Demanda                                                                                                                                                                                      
GerPeq;    Geracao das pequenas usinas                                                                                                                                                                  
Gter;      Geracao Termoeletrica                                                                                                                                                                        
GterAT;    Geracao termica antecipada                                                                                                                                                                   
Ghid;      Geração hidroeletrica                                                                                                                                                                        
Cbomb;     Energia Consumida para bombeamento                                                                                                                                                           
Compra;    Energia importada                                                                                                                                                                            
Venda;     Energia exportada                                                                                                                                                                            
IntercLiq; Saldo da energia de intercambio                                                                                                                                                              
Itaipu50;  Geracao 50Hz de Itaipu                                                                                                                                                                       
Itaipu60;  Geracao 60Hz de Itaipu                                                                                                                                                                       
Deficit;   Deficit no Subsistema                                                                                                                                                                        
ENA;       Energia Afluente                                                                                                                                                                             
EarmInic;  Energia Armazenada Inicial                                                                                                                                                                   
EarmInic%; Energia Armazenada Inicial em percentual                                                                                                                                                     
EarmFim;   Energia Armazenada Final                                                                                                                                                                     
EarmFim%;  Energia Armazenada Final em percentual                                                                                                                                                       
CMO;       Custo Marginal de Operacao                                                                                                                                                                   
---------------------------------------------------

@Tabela
-----;------;-----;--------;----;---------------;------------;----------;----------;----------;----------;----------;----------;----------;------------;----------;----------;----------;----------;---------------;----------;---------------;----------;---------;
   6 ;   42 ;   2 ; 142.00 ;  1 ; SE            ;    44695.2 ;   5230.0 ;  2908.40 ;   393.00 ; 32837.11 ;   115.60 ;     0.00 ;     0.00 ;    5794.29 ;  1900.00 ;  6014.22 ;     0.00 ;  56431.8 ;     111924.54 ;    54.78 ;     133936.96 ;    65.55 ;   66.86 ;
   6 ;   42 ;   3 ; 336.00 ;  1 ; SE            ;    36021.0 ;   5230.0 ;  2908.40 ;   393.00 ; 23997.86 ;   115.60 ;     0.00 ;     0.00 ;    5470.34 ;  1900.00 ;  2973.09 ;     0.00 ;  56431.8 ;     111924.54 ;    54.78 ;     133936.96 ;    65.55 ;   56.54 ;
   6 ;   42 ;  -  ;   -    ;  1 ; SE            ;    41037.2 ;   5230.0 ;  2908.40 ;   393.00 ; 28820.78 ;    91.33 ;     0.00 ;     0.00 ;    5889.20 ;  2043.13 ;  4598.62 ;     0.00 ;  56431.8 ;     111924.54 ;    54.78 ;     133936.96 ;    65.55 ;   83.08 ;
   6 ;   42 ;   1 ; 170.00 ;  2 ; S             ;    14429.5 ;   1909.0 ;   865.50 ;     0.00 ;  1964.09 ;     0.00 ;     0.00 ;     0.00 ;    9690.91 ;    -     ;    -     ;     0.00 ;   1023.6 ;       5499.00 ;    27.64 ;       5615.16 ;    28.22 ;   67.25 ;
   6 ;   42 ;   2 ; 142.00 ;  2 ; S             ;    12854.0 ;   1909.0 ;   690.50 ;     0.00 ;  1229.32 ;     0.00 ;     0.00 ;     0.00 ;    9025.18 ;    -     ;    -     ;     0.00 ;   1023.6 ;       5499.00 ;    27.64 ;       5615.16 ;    28.22 ;   66.86 ;
   6 ;   42 ;   3 ; 336.00 ;  2 ; S             ;     9890.9 ;   1909.0 ;   690.50 ;     0.00 ;   851.71 ;     0.00 ;     0.00 ;     0.00 ;    6439.69 ;    -     ;    -     ;     0.00 ;   1023.6 ;       5499.00 ;    27.64 ;       5615.16 ;    28.22 ;   56.54 ;
   6 ;   42 ;  -  ;   -    ;  2 ; S             ;    11730.9 ;   1909.0 ;   736.41 ;     0.00 ;  1226.28 ;     0.00 ;     0.00 ;     0.00 ;    7859.21 ;    -     ;    -     ;     0.00 ;   1023.6 ;       5499.00 ;    27.64 ;       5615.16 ;    28.22 ;   83.08 ;
   6 ;   42 ;   1 ; 170.00 ;  3 ; NE            ;    12917.8 ;   5170.0 ;   348.80 ;     0.00 ;  6547.45 ;     0.00 ;     0.00 ;     0.00 ;     851.55 ;    -     ;    -     ;     0.00 ;  14172.6 ;      34774.26 ;    67.38 ;      43742.96 ;    84.76 ;    0.00 ;
   6 ;   42 ;   2 ; 142.00 ;  3 ; NE            ;    12531.2 ;   5170.0 ;   348.80 ;     0.00 ;  6130.67 ;     0.00 ;     0.00 ;     0.00 ;     881.73 ;    -     ;    -     ;     0.00 ;  14172.6 ;      34774.26 ;    67.38 ;      43742.96 ;    84.76 ;    0.00 ;
   6 ;   42 ;   3 ; 336.00 ;  3 ; NE            ;    10757.8 ;   5170.0 ;   348.80 ;     0.00 ;  4968.22 ;     0.00 ;     0.00 ;     0.00 ;     270.78 ;    -     ;    -     ;     0.00 ;  14172.6 ;      34774.26 ;    67.38 ;      43742.96 ;    84.76 ;    0.00 ;
   6 ;   42 ;  -  ;   -    ;  3 ; NE            ;    11713.1 ;   5170.0 ;   348.80 ;     0.00 ;  5637.26 ;     0.00 ;     0.00 ;     0.00 ;     557.03 ;    -     ;    -     ;     0.00 ;  14172.6 ;      34774.26 ;    67.38 ;      43742.96 ;    84.76 ;   80.60 ;
   6 ;   42 ;   1 ; 170.00 ;  4 ; N             ;     6511.9 ;    403.0 ;   688.00 ;     0.00 ; 17597.61 ;     0.00 ;     0.00 ;     0.00 ;  -12176.71 ;    -     ;    -     ;     0.00 ;  17716.9 ;      11313.39 ;    79.67 ;      11260.46 ;    79.30 ;    0.00 ;
   6 ;   42 ;   2 ; 142.00 ;  4 ; N             ;     6425.9 ;    403.0 ;   688.00 ;     0.00 ; 16941.79 ;     0.00 ;     0.00 ;     0.00 ;  -11606.89 ;    -     ;    -     ;     0.00 ;  17716.9 ;      11313.39 ;    79.67 ;      11260.46 ;    79.30 ;    0.00 ;
   6 ;   42 ;   3 ; 336.00 ;  4 ; N             ;     5808.2 ;    403.0 ;   688.00 ;     0.00 ; 15218.02 ;     0.00 ;     0.00 ;     0.00 ;  -10500.82 ;    -     ;    -     ;     0.00 ;  17716.9 ;      11313.39 ;    79.67 ;      11260.46 ;    79.30 ;    0.00 ;
   6 ;   42 ;  -  ;   -    ;  4 ; N             ;     6128.2 ;    403.0 ;   688.00 ;     0.00 ; 16220.03 ;     0.00 ;     0.00 ;     0.00 ;  -11182.86 ;    -     ;    -     ;     0.00 ;  17716.9 ;      11313.39 ;    79.67 ;      11260.46 ;    79.30 ;    0.00 ;
   6 ;   42 ;   1 ; 170.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   42 ;   2 ; 142.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   42 ;   3 ; 336.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   42 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   43 ;   1 ; 170.00 ;  1 ; SE            ;    47896.0 ;   5230.0 ;  2908.40 ;   393.00 ; 31507.42 ;    31.01 ;     0.00 ;     0.00 ;   10295.19 ;  2445.58 ;  6629.00 ;     0.00 ;  51309.4 ;     111924.54 ;    54.78 ;     129945.92 ;    63.60 ;   44.87 ;
   6 ;   43 ;   2 ; 142.00 ;  1 ; SE            ;    44695.2 ;   5230.0 ;  2908.40 ;   393.00 ; 28333.80 ;   115.60 ;     0.00 ;     0.00 ;   10297.60 ;  1900.00 ;  6014.22 ;     0.00 ;  51309.4 ;     111924.54 ;    54.78 ;     129945.92 ;    63.60 ;   44.60 ;
   6 ;   43 ;   3 ; 336.00 ;  1 ; SE            ;    36021.0 ;   5230.0 ;  2908.40 ;   393.00 ; 22663.51 ;   115.60 ;     0.00 ;     0.00 ;    6804.69 ;  1900.00 ;  2973.09 ;     0.00 ;  51309.4 ;     111924.54 ;    54.78 ;     129945.92 ;    63.60 ;   41.95 ;
   6 ;   43 ;  -  ;   -    ;  1 ; SE            ;    41037.2 ;   5230.0 ;  2908.40 ;   393.00 ; 26226.23 ;    93.41 ;     0.00 ;     0.00 ;    8485.83 ;  2043.13 ;  4598.62 ;     0.00 ;  51309.4 ;     111924.54 ;    54.78 ;     129945.92 ;    63.60 ;   83.08 ;
   6 ;   43 ;   1 ; 170.00 ;  2 ; S             ;    14429.5 ;   1909.0 ;   690.50 ;     0.00 ;  4887.07 ;     0.00 ;     0.00 ;     0.00 ;    6942.93 ;    -     ;    -     ;     0.00 ;   6281.7 ;       5499.00 ;    27.64 ;       9379.19 ;    47.14 ;   44.87 ;
   6 ;   43 ;   2 ; 142.00 ;  2 ; S             ;    12854.0 ;   1909.0 ;   690.50 ;     0.00 ;  3590.57 ;     0.00 ;     0.00 ;     0.00 ;    6663.93 ;    -     ;    -     ;     0.00 ;   6281.7 ;       5499.00 ;    27.64 ;       9379.19 ;    47.14 ;   44.60 ;
   6 ;   43 ;   3 ; 336.00 ;  2 ; S             ;     9890.9 ;   1909.0 ;   690.50 ;     0.00 ;  1262.17 ;     0.00 ;     0.00 ;     0.00 ;    6029.23 ;    -     ;    -     ;     0.00 ;   6281.7 ;       5499.00 ;    27.64 ;       9379.19 ;    47.14 ;   41.95 ;
   6 ;   43 ;  -  ;   -    ;  2 ; S             ;    11730.9 ;   1909.0 ;   690.50 ;     0.00 ;  2723.38 ;     0.00 ;     0.00 ;     0.00 ;    6408.02 ;    -     ;    -     ;     0.00 ;   6281.7 ;       5499.00 ;    27.64 ;       9379.19 ;    47.14 ;   83.08 ;
   6 ;   43 ;   1 ; 170.00 ;  3 ; NE            ;    12917.8 ;   5170.0 ;   348.80 ;     0.00 ;  4008.12 ;     0.00 ;     0.00 ;     0.00 ;    3390.88 ;    -     ;    -     ;     0.00 ;   4395.1 ;      34774.26 ;    67.38 ;      37389.56 ;    72.45 ;   44.87 ;
   6 ;   43 ;   2 ; 142.00 ;  3 ; NE            ;    12531.2 ;   5170.0 ;   348.80 ;     0.00 ;  3344.93 ;     0.00 ;     0.00 ;     0.00 ;    3667.47 ;    -     ;    -     ;     0.00 ;   4395.1 ;      34774.26 ;    67.38 ;      37389.56 ;    72.45 ;   44.60 ;
   6 ;   43 ;   3 ; 336.00 ;  3 ; NE            ;    10757.8 ;   5170.0 ;   348.80 ;     0.00 ;  1211.90 ;     0.00 ;     0.00 ;     0.00 ;    4027.10 ;    -     ;    -     ;     0.00 ;   4395.1 ;      34774.26 ;    67.38 ;      37389.56 ;    72.45 ;   41.95 ;
   6 ;   43 ;  -  ;   -    ;  3 ; NE            ;    11713.1 ;   5170.0 ;   348.80 ;     0.00 ;  2412.90 ;     0.00 ;     0.00 ;     0.00 ;    3781.38 ;    -     ;    -     ;     0.00 ;   4395.1 ;      34774.26 ;    67.38 ;      37389.56 ;    72.45 ;   80.60 ;
   6 ;   43 ;   1 ; 170.00 ;  4 ; N             ;     6511.9 ;    403.0 ;   688.00 ;     0.00 ; 19420.90 ;     0.00 ;     0.00 ;     0.00 ;  -14000.00 ;    -     ;    -     ;     0.00 ;  13395.2 ;      11313.39 ;    79.67 ;      11069.89 ;    77.95 ;    0.00 ;
   6 ;   43 ;   2 ; 142.00 ;  4 ; N             ;     6425.9 ;    403.0 ;   688.00 ;     0.00 ; 19334.90 ;     0.00 ;     0.00 ;     0.00 ;  -14000.00 ;    -     ;    -     ;     0.00 ;  13395.2 ;      11313.39 ;    79.67 ;      11069.89 ;    77.95 ;    0.00 ;
   6 ;   43 ;   3 ; 336.00 ;  4 ; N             ;     5808.2 ;    403.0 ;   688.00 ;     0.00 ; 18417.20 ;     0.00 ;     0.00 ;     0.00 ;  -13700.00 ;    -     ;    -     ;     0.00 ;  13395.2 ;      11313.39 ;    79.67 ;      11069.89 ;    77.95 ;    0.00 ;
   6 ;   43 ;  -  ;   -    ;  4 ; N             ;     6128.2 ;    403.0 ;   688.00 ;     0.00 ; 18881.62 ;     0.00 ;     0.00 ;     0.00 ;  -13844.44 ;    -     ;    -     ;     0.00 ;  13395.2 ;      11313.39 ;    79.67 ;      11069.89 ;    77.95 ;    0.00 ;
   6 ;   43 ;   1 ; 170.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   43 ;   2 ; 142.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   43 ;   3 ; 336.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   43 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   44 ;   1 ; 170.00 ;  1 ; SE            ;    47896.0 ;   5230.0 ;  2908.40 ;   393.00 ; 33735.44 ;     0.00 ;     0.00 ;     0.00 ;    8036.16 ;  2445.58 ;  6629.00 ;     0.00 ;  57751.9 ;     111924.54 ;    54.78 ;     134821.92 ;    65.99 ;   61.09 ;
   6 ;   44 ;   2 ; 142.00 ;  1 ; SE            ;    44695.2 ;   5230.0 ;  2908.40 ;   393.00 ; 30436.82 ;     0.00 ;     0.00 ;     0.00 ;    8078.98 ;  1900.00 ;  6014.22 ;     0.00 ;  57751.9 ;     111924.54 ;    54.78 ;     134821.92 ;    65.99 ;   60.73 ;
   6 ;   44 ;   3 ; 336.00 ;  1 ; SE            ;    36021.0 ;   5230.0 ;  2908.40 ;   393.00 ; 23539.79 ;    90.63 ;     0.00 ;     0.00 ;    5903.44 ;  1900.00 ;  2973.09 ;     0.00 ;  57751.9 ;     111924.54 ;    54.78 ;     134821.92 ;    65.99 ;   54.36 ;
   6 ;   44 ;  -  ;   -    ;  1 ; SE            ;    41037.2 ;   5230.0 ;  2908.40 ;   393.00 ; 27725.96 ;    46.99 ;     0.00 ;     0.00 ;    6939.69 ;  2043.13 ;  4598.62 ;     0.00 ;  57751.9 ;     111924.54 ;    54.78 ;     134821.92 ;    65.99 ;   83.08 ;
   6 ;   44 ;   1 ; 170.00 ;  2 ; S             ;    14429.5 ;   1909.0 ;   690.50 ;     0.00 ;  1856.48 ;     0.00 ;     0.00 ;     0.00 ;    9973.52 ;    -     ;    -     ;     0.00 ;    807.6 ;       5499.00 ;    27.64 ;       5427.63 ;    27.28 ;   61.09 ;
   6 ;   44 ;   2 ; 142.00 ;  2 ; S             ;    12854.0 ;   1909.0 ;   690.50 ;     0.00 ;  1216.50 ;     0.00 ;     0.00 ;     0.00 ;    9038.00 ;    -     ;    -     ;     0.00 ;    807.6 ;       5499.00 ;    27.64 ;       5427.63 ;    27.28 ;   60.73 ;
   6 ;   44 ;   3 ; 336.00 ;  2 ; S             ;     9890.9 ;   1909.0 ;   690.50 ;     0.00 ;   840.08 ;     0.00 ;     0.00 ;     0.00 ;    6451.32 ;    -     ;    -     ;     0.00 ;    807.6 ;       5499.00 ;    27.64 ;       5427.63 ;    27.28 ;   54.36 ;
   6 ;   44 ;  -  ;   -    ;  2 ; S             ;    11730.9 ;   1909.0 ;   690.50 ;     0.00 ;  1189.22 ;     0.00 ;     0.00 ;     0.00 ;    7942.19 ;    -     ;    -     ;     0.00 ;    807.6 ;       5499.00 ;    27.64 ;       5427.63 ;    27.28 ;   83.08 ;
   6 ;   44 ;   1 ; 170.00 ;  3 ; NE            ;    12917.8 ;   5170.0 ;   348.80 ;     0.00 ;  6555.08 ;     0.00 ;     0.00 ;     0.00 ;     843.92 ;    -     ;    -     ;     0.00 ;  13627.5 ;      34774.26 ;    67.38 ;      43828.35 ;    84.93 ;    0.00 ;
   6 ;   44 ;   2 ; 142.00 ;  3 ; NE            ;    12531.2 ;   5170.0 ;   348.80 ;     0.00 ;  5835.80 ;     0.00 ;     0.00 ;     0.00 ;    1176.60 ;    -     ;    -     ;     0.00 ;  13627.5 ;      34774.26 ;    67.38 ;      43828.35 ;    84.93 ;    0.00 ;
   6 ;   44 ;   3 ; 336.00 ;  3 ; NE            ;    10757.8 ;   5170.0 ;   348.80 ;     0.00 ;  4347.58 ;     0.00 ;     0.00 ;     0.00 ;     891.42 ;    -     ;    -     ;     0.00 ;  13627.5 ;      34774.26 ;    67.38 ;      43828.35 ;    84.93 ;    0.00 ;
   6 ;   44 ;  -  ;   -    ;  3 ; NE            ;    11713.1 ;   5170.0 ;   348.80 ;     0.00 ;  5252.83 ;     0.00 ;     0.00 ;     0.00 ;     941.45 ;    -     ;    -     ;     0.00 ;  13627.5 ;      34774.26 ;    67.38 ;      43828.35 ;    84.93 ;   80.60 ;
   6 ;   44 ;   1 ; 170.00 ;  4 ; N             ;     6511.9 ;    403.0 ;   688.00 ;     0.00 ; 17645.50 ;     0.00 ;     0.00 ;     0.00 ;  -12224.60 ;    -     ;    -     ;     0.00 ;  16785.9 ;      11313.39 ;    79.67 ;      11674.97 ;    82.22 ;    0.00 ;
   6 ;   44 ;   2 ; 142.00 ;  4 ; N             ;     6425.9 ;    403.0 ;   688.00 ;     0.00 ; 17297.02 ;     0.00 ;     0.00 ;     0.00 ;  -11962.12 ;    -     ;    -     ;     0.00 ;  16785.9 ;      11313.39 ;    79.67 ;      11674.97 ;    82.22 ;    0.00 ;
   6 ;   44 ;   3 ; 336.00 ;  4 ; N             ;     5808.2 ;    403.0 ;   688.00 ;     0.00 ; 15894.14 ;     0.00 ;     0.00 ;     0.00 ;  -11176.94 ;    -     ;    -     ;     0.00 ;  16785.9 ;      11313.39 ;    79.67 ;      11674.97 ;    82.22 ;    0.00 ;
   6 ;   44 ;  -  ;   -    ;  4 ; N             ;     6128.2 ;    403.0 ;   688.00 ;     0.00 ; 16661.02 ;     0.00 ;     0.00 ;     0.00 ;  -11623.85 ;    -     ;    -     ;     0.00 ;  16785.9 ;      11313.39 ;    79.67 ;      11674.97 ;    82.22 ;    0.00 ;
   6 ;   44 ;   1 ; 170.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   44 ;   2 ; 142.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   44 ;   3 ; 336.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   44 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   45 ;   1 ; 170.00 ;  1 ; SE            ;    47896.0 ;   5230.0 ;  3538.40 ;   393.00 ; 31834.52 ;    21.69 ;     0.00 ;     0.00 ;    9328.77 ;  2445.58 ;  6629.00 ;     0.00 ;  46109.5 ;     111924.54 ;    54.78 ;     126468.40 ;    61.90 ;  113.57 ;
   6 ;   45 ;   2 ; 142.00 ;  1 ; SE            ;    44695.2 ;   5230.0 ;  3538.40 ;   393.00 ; 29443.42 ;   115.60 ;     0.00 ;     0.00 ;    8557.98 ;  1900.00 ;  6014.22 ;     0.00 ;  46109.5 ;     111924.54 ;    54.78 ;     126468.40 ;    61.90 ;  113.51 ;
   6 ;   45 ;   3 ; 336.00 ;  1 ; SE            ;    36021.0 ;   5230.0 ;  3538.40 ;   393.00 ; 22414.05 ;   115.60 ;     0.00 ;     0.00 ;    6424.15 ;  1900.00 ;  2973.09 ;     0.00 ;  46109.5 ;     111924.54 ;    54.78 ;     126468.40 ;    61.90 ;  109.63 ;
   6 ;   45 ;  -  ;   -    ;  1 ; SE            ;    41037.2 ;   5230.0 ;  3538.40 ;   393.00 ; 26425.86 ;    90.96 ;     0.00 ;     0.00 ;    7653.76 ;  2043.13 ;  4598.62 ;     0.00 ;  46109.5 ;     111924.54 ;    54.78 ;     126468.40 ;    61.90 ;   83.08 ;
   6 ;   45 ;   1 ; 170.00 ;  2 ; S             ;    14429.5 ;   1909.0 ;   982.70 ;     0.00 ;  3666.87 ;     0.00 ;     0.00 ;     0.00 ;    7870.93 ;    -     ;    -     ;     0.00 ;   4141.5 ;       5499.00 ;    27.64 ;       8092.17 ;    40.67 ;  113.57 ;
   6 ;   45 ;   2 ; 142.00 ;  2 ; S             ;    12854.0 ;   1909.0 ;   982.70 ;     0.00 ;  2824.63 ;     0.00 ;     0.00 ;     0.00 ;    7137.67 ;    -     ;    -     ;     0.00 ;   4141.5 ;       5499.00 ;    27.64 ;       8092.17 ;    40.67 ;  113.52 ;
   6 ;   45 ;   3 ; 336.00 ;  2 ; S             ;     9890.9 ;   1909.0 ;   982.70 ;     0.00 ;   963.42 ;     0.00 ;     0.00 ;     0.00 ;    6035.78 ;    -     ;    -     ;     0.00 ;   4141.5 ;       5499.00 ;    27.64 ;       8092.17 ;    40.67 ;  109.63 ;
   6 ;   45 ;  -  ;   -    ;  2 ; S             ;    11730.9 ;   1909.0 ;   982.70 ;     0.00 ;  2080.52 ;     0.00 ;     0.00 ;     0.00 ;    6758.69 ;    -     ;    -     ;     0.00 ;   4141.5 ;       5499.00 ;    27.64 ;       8092.17 ;    40.67 ;   83.08 ;
   6 ;   45 ;   1 ; 170.00 ;  3 ; NE            ;    12917.8 ;   5170.0 ;   348.80 ;     0.00 ;  5177.24 ;     0.00 ;     0.00 ;     0.00 ;    2221.76 ;    -     ;    -     ;     0.00 ;   5915.1 ;      34774.26 ;    67.38 ;      37638.93 ;    72.94 ;  111.50 ;
   6 ;   45 ;   2 ; 142.00 ;  3 ; NE            ;    12531.2 ;   5170.0 ;   348.80 ;     0.00 ;  5463.26 ;     0.00 ;     0.00 ;     0.00 ;    1549.14 ;    -     ;    -     ;     0.00 ;   5915.1 ;      34774.26 ;    67.38 ;      37638.93 ;    72.94 ;  111.50 ;
   6 ;   45 ;   3 ; 336.00 ;  3 ; NE            ;    10757.8 ;   5170.0 ;   348.80 ;     0.00 ;  2330.15 ;     0.00 ;     0.00 ;     0.00 ;    2908.85 ;    -     ;    -     ;     0.00 ;   5915.1 ;      34774.26 ;    67.38 ;      37638.93 ;    72.94 ;  109.63 ;
   6 ;   45 ;  -  ;   -    ;  3 ; NE            ;    11713.1 ;   5170.0 ;   348.80 ;     0.00 ;  3763.65 ;     0.00 ;     0.00 ;     0.00 ;    2430.63 ;    -     ;    -     ;     0.00 ;   5915.1 ;      34774.26 ;    67.38 ;      37638.93 ;    72.94 ;   80.60 ;
   6 ;   45 ;   1 ; 170.00 ;  4 ; N             ;     6511.9 ;    403.0 ;  2220.30 ;     0.00 ; 17888.60 ;     0.00 ;     0.00 ;     0.00 ;  -14000.00 ;    -     ;    -     ;     0.00 ;   9436.3 ;      11313.39 ;    79.67 ;      10993.18 ;    77.41 ;  111.50 ;
   6 ;   45 ;   2 ; 142.00 ;  4 ; N             ;     6425.9 ;    403.0 ;  2220.30 ;     0.00 ; 16625.93 ;     0.00 ;     0.00 ;     0.00 ;  -12823.33 ;    -     ;    -     ;     0.00 ;   9436.3 ;      11313.39 ;    79.67 ;      10993.18 ;    77.41 ;  111.50 ;
   6 ;   45 ;   3 ; 336.00 ;  4 ; N             ;     5808.2 ;    403.0 ;  2220.30 ;     0.00 ; 15427.66 ;     0.00 ;     0.00 ;     0.00 ;  -12242.76 ;    -     ;    -     ;     0.00 ;   9436.3 ;      11313.39 ;    79.67 ;      10993.18 ;    77.41 ;  109.63 ;
   6 ;   45 ;  -  ;   -    ;  4 ; N             ;     6128.2 ;    403.0 ;  2220.30 ;     0.00 ; 16335.86 ;     0.00 ;     0.00 ;     0.00 ;  -12830.99 ;    -     ;    -     ;     0.00 ;   9436.3 ;      11313.39 ;    79.67 ;      10993.18 ;    77.41 ;    0.00 ;
   6 ;   45 ;   1 ; 170.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;  111.50 ;
   6 ;   45 ;   2 ; 142.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;  111.50 ;
   6 ;   45 ;   3 ; 336.00 ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;  109.63 ;
   6 ;   45 ;  -  ;   -    ; 11 ; FC            ;        0.0 ;      0.0 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;     0.00 ;       0.00 ;    -     ;    -     ;     0.00 ;    -     ;       -       ;    -     ;       -       ;    -     ;    0.00 ;
   6 ;   46 ;   1 ; 170.00 ;  1 ; SE            ;    47896.0 ;   5230.0 ;  3008.40 ;   393.00 ; 32517.30 ;    44.88 ;     0.00 ;     0.00 ;    9199.18 ;  2445.58 ;  6629.00 ;     0.00 ;  51274.3 ;     111924.54 ;    54.78 ;     130875.33 ;    64.05 ;   83.72 ;
   6 ;   46 ;   2 ; 142.00 ;  1 ; SE            ;    44695.2 ;   5230.0 ;  3008.40 ;   393.00 ; 30259.31 ;   115.60 ;     0.00 ;     0.00 ;    8272.09 ;  1900.00 ;  6014.22 ;     0.00 ;  51274.3 ;     111924.54 ;    54.78 ;     130875.33 ;    64.05 ;   83.01 ;
